timestamp,open,high,low,close,volume
2025-09-12 14:00:00,115152.6,115469.3,115058.7,115208.0,342.288026
2025-09-12 13:30:00,114934.3,115211.1,114815.3,115152.6,268.926724
2025-09-12 13:00:00,115080.7,115081.9,114888.8,114934.3,68.387261
2025-09-12 12:30:00,115117.8,115170.1,114911.7,115080.7,108.416476
2025-09-12 12:00:00,114920.0,115161.9,114752.7,115117.8,164.875068
2025-09-12 11:30:00,115120.4,115135.4,114908.5,114920.0,46.348285
2025-09-12 11:00:00,114974.9,115150.2,114896.3,115120.4,90.009592
2025-09-12 10:30:00,115002.2,115047.4,114945.2,114974.9,87.402205
2025-09-12 10:00:00,115043.7,115083.4,114925.1,115002.2,89.728354
2025-09-12 09:30:00,114952.8,115061.7,114883.2,115043.7,143.275602
2025-09-12 09:00:00,115052.2,115134.1,114909.5,114952.8,103.649073
2025-09-12 08:30:00,115178.2,115192.3,115000.0,115052.2,90.575482
2025-09-12 08:00:00,115082.8,115270.0,114950.0,115178.2,277.102684
2025-09-12 07:30:00,115212.2,115234.4,115078.1,115082.8,140.692935
2025-09-12 07:00:00,115304.1,115394.9,115200.0,115212.2,109.306963
2025-09-12 06:30:00,115332.1,115375.2,115237.3,115304.1,82.885182
2025-09-12 06:00:00,115604.5,115604.5,115332.0,115332.1,125.612786
2025-09-12 05:30:00,115502.4,115650.0,115327.6,115604.5,195.017784
2025-09-12 05:00:00,115359.2,115569.4,115315.4,115502.4,114.366214
2025-09-12 04:30:00,115305.7,115512.2,115305.7,115359.2,209.181913
2025-09-12 04:00:00,115183.4,115385.0,115076.5,115305.7,165.167581
2025-09-12 03:30:00,115206.9,115338.0,115041.0,115183.4,178.849559
2025-09-12 03:00:00,115389.0,115423.2,115159.4,115206.9,98.964593
2025-09-12 02:30:00,115518.1,115640.9,115255.1,115389.0,202.066633
2025-09-12 02:00:00,115373.1,115652.1,115337.1,115518.1,164.838759
2025-09-12 01:30:00,115703.8,115726.9,115357.2,115373.1,254.333946
2025-09-12 01:00:00,115830.5,116007.0,115688.0,115703.8,208.227299
2025-09-12 00:30:00,115782.7,116307.4,115777.8,115830.5,472.77093
2025-09-12 00:00:00,115477.3,115885.0,115413.0,115782.7,335.098409
2025-09-11 23:30:00,115335.2,115478.2,115301.6,115477.3,142.160877
2025-09-11 23:00:00,115085.4,115385.0,115079.4,115335.2,124.089167
2025-09-11 22:30:00,115033.5,115262.2,114928.1,115085.4,164.635792
2025-09-11 22:00:00,114490.1,115147.1,114437.4,115033.5,311.704323
2025-09-11 21:30:00,114461.1,114531.1,114446.7,114490.1,29.809609
2025-09-11 21:00:00,114394.5,114466.3,114394.4,114461.1,50.096784
2025-09-11 20:30:00,114277.5,114437.3,114247.8,114394.5,54.525681
2025-09-11 20:00:00,114421.5,114489.5,114258.1,114277.5,87.755677
2025-09-11 19:30:00,114335.2,114532.0,114335.2,114421.5,113.014924
2025-09-11 19:00:00,114314.6,114417.3,114180.6,114335.2,115.598398
2025-09-11 18:30:00,114216.9,114326.6,114119.0,114314.6,73.933348
2025-09-11 18:00:00,114589.5,114611.1,114103.4,114216.9,158.44577
2025-09-11 17:30:00,114458.9,114606.5,114458.8,114589.5,114.015055
2025-09-11 17:00:00,114486.9,114574.9,114335.7,114458.9,160.706697
2025-09-11 16:30:00,114365.0,114586.3,114364.4,114486.9,169.909589
2025-09-11 16:00:00,114178.7,114460.6,114178.7,114365.0,203.577549
2025-09-11 15:30:00,114404.9,114523.8,114004.0,114178.7,182.088599
2025-09-11 15:00:00,114460.6,114691.6,114373.4,114404.9,282.023757
2025-09-11 14:30:00,114156.1,114579.7,114105.9,114460.6,273.937165
2025-09-11 14:00:00,114634.7,114674.1,113923.7,114156.1,389.066447
2025-09-11 13:30:00,113724.8,114726.4,113680.9,114634.7,553.081688
2025-09-11 13:00:00,113981.6,114018.0,113422.0,113724.8,370.849144
2025-09-11 12:30:00,114380.3,114538.1,113400.0,113981.6,1098.641211
2025-09-11 12:00:00,114002.7,114488.9,114002.7,114380.3,320.251909
2025-09-11 11:30:00,113922.6,114012.3,113897.2,114002.7,69.856026
2025-09-11 11:00:00,114052.7,114109.0,113922.6,113922.6,125.379859
2025-09-11 10:30:00,113971.4,114107.3,113947.6,114052.7,105.694689
2025-09-11 10:00:00,113891.1,114008.1,113879.2,113971.4,95.425447
2025-09-11 09:30:00,113966.7,113966.7,113777.0,113891.1,108.493414
2025-09-11 09:00:00,114043.9,114066.7,113847.2,113966.7,113.894223
2025-09-11 08:30:00,114150.8,114197.2,114013.1,114043.9,70.955534
2025-09-11 08:00:00,114072.7,114180.2,113953.0,114150.8,108.052124
2025-09-11 07:30:00,114060.0,114221.8,114013.3,114072.7,109.283168
2025-09-11 07:00:00,114322.8,114325.5,113939.9,114060.0,157.755248
2025-09-11 06:30:00,114262.6,114457.9,114258.6,114322.8,99.661589
2025-09-11 06:00:00,114259.1,114280.7,114071.1,114262.6,73.586157
2025-09-11 05:30:00,114112.9,114331.4,114102.8,114259.1,110.929624
2025-09-11 05:00:00,114158.3,114228.5,113964.4,114112.9,118.830389
2025-09-11 04:30:00,114229.0,114245.0,114079.4,114158.3,74.194189
2025-09-11 04:00:00,114395.3,114399.5,114137.8,114229.0,129.984315
2025-09-11 03:30:00,114121.5,114432.9,114033.3,114395.3,157.23782
2025-09-11 03:00:00,113828.0,114166.4,113823.8,114121.5,83.680431
2025-09-11 02:30:00,113745.7,113958.7,113723.6,113828.0,60.389478
2025-09-11 02:00:00,113905.8,113946.5,113744.8,113745.7,67.698001
2025-09-11 01:30:00,113976.8,114079.9,113839.8,113905.8,54.946404
2025-09-11 01:00:00,113879.6,114182.6,113827.4,113976.8,99.271795
2025-09-11 00:30:00,113833.4,113908.6,113672.4,113879.6,67.321716
2025-09-11 00:00:00,113945.5,113996.1,113797.2,113833.4,132.489972
2025-09-10 23:30:00,113804.6,114008.3,113775.8,113945.5,177.838446
2025-09-10 23:00:00,113872.9,114012.8,113804.5,113804.6,92.549477
2025-09-10 22:30:00,113935.4,113936.6,113707.7,113872.9,107.41319
2025-09-10 22:00:00,113828.1,113986.0,113828.0,113935.4,119.498174
2025-09-10 21:30:00,113686.0,113841.0,113653.5,113828.1,64.577737
2025-09-10 21:00:00,113560.7,113808.3,113523.7,113686.0,119.524
2025-09-10 20:30:00,113728.9,113778.8,113547.3,113560.7,89.813975
2025-09-10 20:00:00,113565.1,113944.9,113553.9,113728.9,275.775937
2025-09-10 19:30:00,113211.8,113612.1,113160.5,113565.1,227.073999
2025-09-10 19:00:00,113579.0,113622.6,113142.7,113211.8,209.559119
2025-09-10 18:30:00,113390.1,113651.9,113350.7,113579.0,214.254111
2025-09-10 18:00:00,113725.4,113882.7,113350.0,113390.1,234.738272
2025-09-10 17:30:00,113470.5,113780.1,113412.5,113725.4,195.242669
2025-09-10 17:00:00,113757.0,114069.8,113420.0,113470.5,250.947931
2025-09-10 16:30:00,113676.2,113783.0,113571.5,113757.0,157.822951
2025-09-10 16:00:00,113868.6,113947.2,113631.0,113676.2,191.201715
2025-09-10 15:30:00,113861.3,113960.3,113713.4,113868.6,454.516686
2025-09-10 15:00:00,113905.2,114103.7,113742.0,113861.3,243.175567
2025-09-10 14:30:00,114058.8,114166.3,113806.6,113905.2,304.296485
2025-09-10 14:00:00,113948.6,114264.4,113876.2,114058.8,464.568828
2025-09-10 13:30:00,113658.5,114304.2,113375.7,113948.6,762.826719
2025-09-10 13:00:00,113420.4,113832.8,113387.1,113658.5,646.324152
2025-09-10 12:30:00,112554.6,113536.6,112537.9,113420.4,1011.453699
2025-09-10 12:00:00,112288.6,112699.8,112288.6,112554.6,275.339515
2025-09-10 11:30:00,112299.9,112303.4,112128.8,112288.6,135.369708
2025-09-10 11:00:00,112247.4,112392.8,112234.4,112299.9,129.565789
2025-09-10 10:30:00,112388.4,112423.8,112247.2,112247.4,95.701114
2025-09-10 10:00:00,112259.8,112413.3,112188.8,112388.4,125.740601
2025-09-10 09:30:00,112308.7,112426.7,112199.6,112259.8,170.518072
2025-09-10 09:00:00,112371.1,112418.8,112097.2,112308.7,198.06761
2025-09-10 08:30:00,112667.5,112686.5,112320.0,112371.1,238.891498
2025-09-10 08:00:00,112545.4,112850.7,112422.1,112667.5,419.005061
2025-09-10 07:30:00,112229.1,112588.4,112084.1,112545.4,290.538747
2025-09-10 07:00:00,111791.9,112280.6,111759.6,112229.1,149.016012
2025-09-10 06:30:00,111757.9,111964.0,111686.4,111791.9,177.654918
2025-09-10 06:00:00,111584.3,111806.3,111400.3,111757.9,134.4325
2025-09-10 05:30:00,111609.1,111721.4,111370.6,111584.3,134.048786
2025-09-10 05:00:00,111528.3,111634.0,111396.0,111609.1,125.863338
2025-09-10 04:30:00,111599.6,111621.3,111451.6,111528.3,84.514738
2025-09-10 04:00:00,111542.6,111649.0,111401.8,111599.6,84.763089
2025-09-10 03:30:00,111427.9,111542.6,111419.9,111542.6,63.540781
2025-09-10 03:00:00,111416.2,111591.3,111372.6,111427.9,145.619031
2025-09-10 02:30:00,111358.9,111559.8,111323.5,111416.2,125.178389
2025-09-10 02:00:00,111011.0,111481.9,111011.0,111358.9,224.70045
2025-09-10 01:30:00,110948.4,111100.3,110919.1,111011.0,131.357247
2025-09-10 01:00:00,111011.0,111219.4,110938.9,110948.4,176.23989
2025-09-10 00:30:00,111189.0,111300.0,110934.2,111011.0,128.118285
