open,high,low,close,volume,SMA_12,EMA_12,WMA_12,EMA_26,MACD,Signal,up,down,flat
98573.35,104285.37,90804.06,96908.75,47527.266043,96044.925,96701.89162465018,96493.51615384615,96927.90504713936,-226.0134224891808,-389.3523475933485,1,0,0
96908.75,101901.83,96256.55,99723.09,33362.319411,96194.555,97166.691374704,97059.38769230769,97134.9557843883,31.735590315700392,-305.13476001153873,0,0,1
99723.09,100437.44,98836.78,99843.19,18552.151572,96767.26583333335,97578.4603939803,97620.71615384615,97335.56572628547,242.89466769483988,-195.52887447026302,1,0,0
99843.19,101369.66,98660.6,101112.48,17243.779066,97530.26666666668,98122.15571798333,98289.21064102564,97615.33715396802,506.8185640153097,-55.05938677314849,0,1,0
101112.48,101217.47,94052.54,97282.39,33853.927594,97650.45166666666,97992.96099213975,98251.07576923077,97590.67440182224,402.2865903175116,36.409808644983535,0,1,0
97282.39,98279.75,94231.72,96585.84,42837.463105,97729.00416666667,97776.48083950287,98087.28935897436,97516.24222390949,260.2386155933782,81.17557003466247,1,0,0
96585.84,101894.76,95652.72,101133.19,29579.562193,98036.60166666667,98292.8976334255,98611.01025641027,97784.16428139767,508.73335202783346,166.68712643329667,0,1,0
101133.19,102560.63,99307.41,100001.68,30402.869475,98335.37083333333,98555.78722828311,98913.33,97948.42470499783,607.3625232852792,254.82220580369318,1,0,0
100001.68,101923.08,99197.9,101431.58,21602.061301,98688.61583333334,98998.21688547032,99389.66987179489,98206.43620833132,791.7806771390024,362.213900070755,0,0,1
101431.58,102661.3,100608.19,101414.21,21270.585143,99154.84416666666,99369.9081338595,99808.99205128204,98444.04908178825,925.859052071246,474.94293047085324,1,0,0
101414.21,105358.34,101235.27,104486.9,17880.847078,99874.72083333333,100157.13765172727,100629.30833333333,98891.66766832247,1265.4699834048079,633.0483410576442,1,0,0
104486.9,107799.99,103342.84,106061.34,25711.45197,100498.71999999999,101065.47647453846,101581.09589743591,99422.75450770599,1642.7219668324688,834.9830662126092,0,0,1
106061.34,108374.89,105318.24,106121.56,27124.81597,101266.45416666666,101843.33547845563,102446.14820512821,99918.96232194999,1924.3731565056369,1052.8610842712148,0,1,0
106121.56,106500.78,99964.34,100206.58,38110.626113,101306.745,101591.5269433086,102283.09064102563,99940.2673351389,1651.259608169712,1172.5407890509143,0,1,0
100206.58,102810.32,95685.64,97461.75,34402.225315,101108.29166666667,100956.17664433806,101691.55294871794,99756.67345846194,1199.5031858761213,1177.9332684159558,0,0,1
97461.75,98250.0,92270.71,97810.53,35700.275892,100833.12916666665,100472.23100674758,101184.205,99612.51468376105,859.7163229865255,1114.2898793300699,0,1,0
97810.53,99550.0,96400.0,97284.56,25226.627631,100833.31,99981.82008263256,100638.27128205128,99440.07359607505,541.7464865575166,999.7812007755592,0,1,0
97284.56,97452.41,94243.36,95184.49,23525.10738,100716.53083333332,99243.76930068909,99769.22205128205,99124.84518155098,118.9241191381152,823.6097844480705,0,0,1
95184.49,96538.53,92517.83,94886.47,28359.186549,100195.97083333333,98573.41556212153,98872.28961538461,98810.89146439904,-237.4759022775106,611.3926471029544,1,0,0
94886.47,99499.99,93560.17,98671.43,23938.323931,100085.11666666668,98588.49470641052,98637.74487179487,98800.56098555466,-212.06627914414275,446.70086185353495,1,0,0
98671.43,99601.85,97629.66,99440.87,20945.33302,99919.22416666667,98719.62936696275,98538.62999999999,98847.991282921,-128.36191595824494,331.688306291179,0,1,0
99440.87,99980.75,95194.0,95783.86,25072.760176,99450.02833333334,98267.97254127616,97902.42012820512,98621.01859529722,-353.04605402106245,194.7414342287307,0,1,0
95783.86,97547.24,93481.23,94300.45,24918.439096,98601.15750000002,97657.58445800291,97110.17730769231,98300.97647712707,-643.3920191241632,27.1147435581519,1,0,0
94300.45,95738.6,94127.01,95298.41,13175.275667,97704.24666666666,97294.63454138707,96602.0623076923,98078.56414548802,-783.9296041009511,-135.0941259736687,0,1,0
95298.41,95342.7,93000.0,93740.11,17086.342995,96672.45916666667,96747.78461194292,95992.19512820513,97757.19717174818,-1009.4125598052633,-309.9578127399876,0,1,0
93740.11,95017.22,91514.06,92789.06,26250.536664,96054.33250000002,96138.75005625939,95394.74910256409,97389.18701087794,-1250.436954618548,-498.05364111569975,1,0,0
92789.06,96289.09,92032.52,93571.01,16281.819458,95730.10416666667,95743.71312452719,95012.69948717949,97106.35908414624,-1362.6459596190543,-670.9721048163707,1,0,0
93571.01,95171.35,92912.18,94602.88,10054.529632,95462.8,95568.2003361384,94839.2803846154,96920.9161890243,-1352.7158528859,-807.3208544302765,1,0,0
94602.88,97850.0,94390.09,96997.37,23272.394877,95438.8675,95788.07259211711,95075.36807692307,96926.57943428177,-1138.5068421646574,-873.5580519771528,1,0,0
96997.37,98988.01,96100.0,98182.95,17020.133825,95688.73916666668,96156.51527025294,95497.5346153846,97019.64392063126,-863.1286503783194,-871.4721716573862,0,0,1
98182.95,98783.0,97525.0,98225.07,9147.545425,95966.95583333333,96474.7544594448,95887.73935897437,97108.93474132525,-634.1802818804572,-824.0137937020004,0,0,1
98225.07,98841.92,97275.01,98372.94,10802.876804,95942.08166666667,96766.7830041456,96257.89076923077,97202.56476048635,-435.7817563407443,-746.3673862297493,1,0,0
98372.94,102480.52,97916.5,102222.38,26336.37646,96173.87416666666,97606.10561889244,97224.09051282052,97574.40292637625,31.702692516191746,-590.7533704805611,0,1,0
102222.38,102734.03,96141.6,96950.74,24861.141445,96271.11416666665,97505.28013906283,97343.60833333334,97528.2056725706,-22.92553350777598,-477.1878030860041,0,1,0
