open,high,low,close,volume,SMA_12,EMA_12,WMA_12,EMA_26,MACD,Signal,L14,H14,%K,%D,up,down,flat
119420.9,119562.2,119177.8,119274.1,202.803107,119350.31666666667,119326.411752251,119479.75897435896,119057.96173552738,268.4500167236256,229.73223470626425,118226.1,120184.4,53.515804524332644,62.45223665286891,1,0,0
119274.1,120082.9,119274.1,119777.0,197.221463,119458.51666666666,119395.73302113546,119545.40256410257,119111.22382919201,284.50919194344897,240.68762615370122,118277.2,120184.4,78.63884228187946,64.3889163799562,0,1,0
119777.0,119828.3,119251.9,119341.2,128.78379,119464.98333333334,119387.34332557615,119527.35384615384,119128.25910110371,259.08422447243356,244.3669458174477,118277.2,120184.4,55.788590604026936,62.64774580341302,1,0,0
119341.2,119868.8,119297.6,119810.2,132.907547,119516.15833333333,119452.39819856442,119580.46410256412,119178.7732417627,273.6249568017229,250.21854801430274,118478.6,120184.4,78.0630789072576,70.83017059772133,0,1,0
119810.2,119957.9,119618.3,119650.4,112.503039,119582.51666666666,119482.8600141699,119601.11666666667,119213.70855718768,269.1514569822175,254.0051298078857,118615.3,120184.4,65.96775221464515,66.60647390864324,1,0,0
119650.4,120024.9,119477.4,119811.9,196.109553,119633.84166666667,119533.48155045146,119636.4064102564,119258.01903443303,275.4625160184223,258.29660704999304,118615.3,120184.4,76.26027659167663,73.43036923785981,1,0,0
119811.9,120317.9,119811.9,120190.7,190.753022,119695.85833333334,119634.59208115123,119722.07692307692,119327.10651336392,307.4855677873129,268.134399197457,118756.3,120317.9,91.85450819672145,78.02751233434775,0,1,0
120190.7,120210.3,119839.3,120101.9,115.656008,119723.02500000001,119706.48560712796,119784.54487179487,119384.49862348511,321.9869836428552,278.9049160865367,118971.2,120317.9,83.96079304967695,84.02519261269168,0,1,0
120101.9,120101.9,119789.2,119900.7,78.253545,119720.39166666666,119736.3647444929,119811.87948717948,119422.7357624862,313.6289820066886,285.8497292705671,119177.8,120317.9,63.40671870888516,79.74067331842785,0,1,0
119900.7,120003.6,119638.8,119781.7,115.258712,119726.02500000001,119743.3393991863,119821.31153846155,119449.32570600575,294.0136931805464,287.48252205256296,119177.8,120317.9,52.969037803701326,66.77884985408782,1,0,0
119781.7,120095.9,119765.6,120092.0,67.055386,119762.72499999999,119796.97949161917,119877.61538461539,119496.93120926459,300.0482823545899,289.99567411296835,119177.8,120317.9,80.18594860100026,65.52056837119558,1,0,0
120092.0,120221.2,119904.3,120186.5,65.958291,119826.52500000001,119856.90572367776,119942.81153846155,119548.01037894869,308.8953447290696,293.77560823618865,119177.8,120317.9,88.47469520217567,73.87656053562576,0,0,1
120186.5,120311.2,120066.3,120146.4,256.606645,119899.21666666666,119901.44330465041,119992.02307692307,119592.3355360636,309.10776858680765,296.84204030631247,119177.8,120317.9,84.95745987194094,84.53936789170562,0,1,0
120146.4,120198.5,119910.4,119950.8,98.542138,119913.7,119909.0366423965,119999.95897435896,119618.88845931814,290.1481830783596,295.5032688607219,119177.8,120317.9,67.8010700815723,80.4110750518963,0,1,0
119950.8,120030.9,119649.9,119709.8,109.559242,119944.41666666667,119878.38485125858,119968.58974358975,119625.6226475168,252.76220374178956,286.95505583693546,119251.9,120317.9,42.9549718574117,65.23783393697498,0,1,0
119709.8,119715.5,119338.1,119497.0,196.510009,119918.31666666667,119819.71025875726,119899.7564102564,119616.09504399703,203.61521476022608,270.28708762159357,119251.9,120317.9,22.992495309569026,44.58284574951768,0,0,1
119497.0,119565.3,119379.2,119467.1,66.912621,119903.04166666667,119765.46252664077,119830.33846153847,119605.05837407132,160.40415256944834,248.31050061116454,119297.6,120317.9,16.61276095266117,27.520076039880635,0,1,0
