open,high,low,close,volume,SMA_12,EMA_12,WMA_12,EMA_26,MACD,Signal,L14,H14,%K,%D,up,down,flat
0.042525036548373925,0.03746876790132464,0.03909243265423157,0.04481888790777891,0.07141071939985126,0.02894628941158877,0.030269292923402375,0.029727096047201276,84770.97695209557,-31.629768672253704,-51.6288619793603,83720.9,85801.6,60.80645936463712,57.34608545201135,0,0,1
0.04481888790777891,0.04231964605652836,0.04543522002007162,0.04422049190097749,0.11502335003993969,0.028970064940562933,0.031128389848106244,0.030756994189797805,84785.08977045886,-11.565230639127549,-43.61613571131375,83720.9,85801.6,59.62416494448978,58.90165168773338,0,0,1
0.04422049190097749,0.0408131924384801,0.04111194055676119,0.04301640237509686,0.14207392379231717,0.030074792808778,0.03166389438872366,0.0315930118213313,84794.49052820264,0.3379285678820451,-34.8253228554746,83720.9,85801.6,57.24515787955973,59.225260729562216,0,1,0
0.04301640237509686,0.03641327531780537,0.035589810013002036,0.03649729140669265,0.08130920269480066,0.02916402320324749,0.031080619031849065,0.03122946184419392,84783.34308166911,-11.71900286329037,-30.204058857037754,83720.9,85801.6,44.364877204786886,53.74473334294546,1,0,0
0.03649729140669265,0.035718551561909354,0.036432713556163294,0.04149122230898147,0.04388542192993481,0.02796607023458103,0.031381003001991016,0.031794738504381324,84788.22877932325,-4.6545587952423375,-25.09415884467867,83720.9,85801.6,54.23174893064846,51.94726133833169,0,1,0
0.04149122230898147,0.036493717015856554,0.039549726365330704,0.03968873677629942,0.03235975799100573,0.02843511553864262,0.0313486186855853,0.03225919986083162,84787.26368455858,-4.977805650269147,-21.070888205796766,83720.9,85801.6,50.67044744557106,49.7556911936688,0,1,0
0.03968873677629942,0.03180372225675521,0.03330581331540433,0.03803949900145679,0.03304026330803841,0.029687919069767886,0.031059024210641172,0.032391079600600114,84781.34785607277,-10.582881611888295,-18.973286887015075,83720.9,85466.9,56.50057273768614,53.80092303796855,0,1,0
0.03803949900145679,0.030896924933269954,0.03251234693019974,0.032522579719240385,0.06628618493960979,0.030236424694348705,0.029936914479792312,0.03145898639371318,84759.07023710442,-32.94602794521779,-21.767835098655617,83720.9,85206.7,51.13070399784696,52.76724139370139,0,0,1
0.032522579719240385,0.029836557095323412,0.03369883872115966,0.03297259297638769,0.025182278537264027,0.030565528069097195,0.029058979178644823,0.030513762858194994,84739.81318250409,-48.61577475399827,-27.137423029724147,83846.7,85206.7,47.97058823529476,51.867288323609294,1,0,0
0.03297259297638769,0.03187685107316531,0.033733444731729186,0.03662134911541989,0.0326996013973471,0.030819967940575985,0.0288961824421755,0.030094457022160678,84733.09368750379,-48.37280402294709,-31.38449922836874,84132.9,85206.7,48.07226671633546,49.05785298315906,0,0,1
0.03662134911541989,0.03087742391556052,0.03268537698304806,0.035234821782587654,0.02954207737904139,0.030252066489726493,0.028538004151267938,0.029417028140344446,84722.64971065166,-52.178193860178,-35.543238154730595,84218.2,85206.7,37.824987354578525,44.622614102069576,0,0,1
0.035234821782587654,0.02951479030311866,0.030831483559673186,0.0351959017171045,0.11986179261470994,0.02962368343008277,0.028228742782457975,0.028820655018933963,84712.86084319599,-54.692636680119904,-39.37311785980846,84350.0,85206.7,28.07283763277703,37.99003056789701,1,0,0
0.0351959017171045,0.03600131631869524,0.03590620782392476,0.04331560037849757,0.10389686606963974,0.02949479503616995,0.0292579127424491,0.029603574882488676,84728.52300295925,-29.411443599674385,-37.380783007781645,84350.0,85206.7,67.03630208941344,44.31137569225633,0,0,1
0.04331560037849757,0.03586724682194338,0.035416779960153716,0.0434129005422051,0.1195030171427175,0.029425554021964378,0.030144217438315735,0.030421658406622764,84743.32129903634,-8.94997957823216,-31.69462232187175,84350.0,85206.7,67.50320999182968,54.204116571340045,0,0,1
0.0434129005422051,0.04058893073482251,0.04236270065306492,0.04463158509264164,0.14590628963789926,0.029564036050375525,0.031087911478408146,0.031442909747437436,84760.73453614477,11.179657242872054,-23.11976640892299,84350.0,85206.7,73.3512314695922,69.2969145169451,0,1,0
0.04463158509264164,0.041795556205589265,0.04260247086915467,0.04172474270187932,0.09611098492802568,0.030012225627267214,0.03142429811579171,0.03198365511071848,84768.0060519859,17.290573188249255,-15.037698489488545,84350.0,85185.2,60.931513409961205,67.2619849571277,1,0,0
0.04172474270187932,0.04458663936524166,0.03948545805998725,0.05069095278752793,0.09484141383761725,0.030800989228850984,0.03313436222958835,0.03387211661986443,84802.04264072768,51.28527288121404,-1.7731042153480274,84350.0,85299.7,92.39759924186612,75.56011470713985,0,0,1
0.05069095278752793,0.04514485599717235,0.04861650113458284,0.05092690568451861,0.10147397352007867,0.031764523824122655,0.03461885085314108,0.03567673617691897,84834.2765191923,78.10863847676956,14.20324432307549,84350.0,85322.6,91.21941188566645,81.51617484583126,1,0,0
0.05092690568451861,0.047516667276073184,0.052012833886205465,0.05486026480239525,0.09539679005199883,0.03320669735795461,0.036500273791233905,0.037954816169314294,84876.10048073361,111.1331142171257,33.58921830188553,84350.0,85419.9,98.0371997382933,93.88473695527529,0,1,0
0.05486026480239525,0.04918887954465109,0.05091532897956769,0.04944064568388637,0.10832319790803832,0.03465721318265459,0.03723064737036731,0.03915521643297209,84898.32266734593,117.96729761238385,50.4648341639852,84350.0,85488.5,72.56038647343046,87.27233269913006,1,0,0
0.04944064568388637,0.05032481382622155,0.05113779619037267,0.05722709128458088,0.0775663035772565,0.036736737738813634,0.03908652856778863,0.041363033154592416,84942.60987717216,147.51240086948383,69.87434750508493,84350.0,85535.1,96.71757657581568,89.10505426251314,1,0,0
